,
Date,Close
8/31/2020 15:30:00,143.2
9/1/2020 15:30:00,143.8
9/2/2020 15:30:00,150.3
9/3/2020 15:30:00,151.85
9/4/2020 15:30:00,147.8
9/7/2020 15:30:00,149.4
9/8/2020 15:30:00,142.3
9/9/2020 15:30:00,140.1
9/10/2020 15:30:00,143.3
9/11/2020 15:30:00,144.3
9/14/2020 15:30:00,148.55
9/15/2020 15:30:00,148.4
9/16/2020 15:30:00,151.45
9/17/2020 15:30:00,147.65
9/18/2020 15:30:00,147.9
9/21/2020 15:30:00,137.45
9/22/2020 15:30:00,133.1
9/23/2020 15:30:00,131.4
9/24/2020 15:30:00,122.8
9/25/2020 15:30:00,127.25
9/28/2020 15:30:00,132.85
9/29/2020 15:30:00,131.7
9/30/2020 15:30:00,133.3
10/1/2020 15:30:00,133.5
10/5/2020 15:30:00,133.9
10/6/2020 15:30:00,144.75
10/7/2020 15:30:00,141
10/8/2020 15:30:00,140.95
10/9/2020 15:30:00,138.45
10/12/2020 15:30:00,135.9
10/13/2020 15:30:00,134.1
10/14/2020 15:30:00,130.7
10/15/2020 15:30:00,126.95
10/16/2020 15:30:00,127.75
10/19/2020 15:30:00,128.25
10/20/2020 15:30:00,129.65
10/21/2020 15:30:00,130.25
10/22/2020 15:30:00,133.5
10/23/2020 15:30:00,137
10/26/2020 15:30:00,133.7
10/27/2020 15:30:00,135.65
10/28/2020 15:30:00,134.8
10/29/2020 15:30:00,131.9
10/30/2020 15:30:00,132.65
